city,country,temp,temp_max,temp_min,humidity,pressure,sky,sunrise,sunset,wind,wind_deg,dt,cloudiness
Hautesvignes,FR,2.54,3.78,-1.42,92,1029,Clear,08:28 AM,05:19 PM,1.44,,11:32 PM,0
Hautesvignes,FR,2.54,3.78,-1.42,92,1029,Clear,08:28 AM,05:19 PM,1.44,,11:32 PM,0
Tauves,FR,-1.34,-1.34,-1.34,81,1032,Clear,08:23 AM,05:06 PM,2.65,,11:32 PM,0
Tauves,FR,-1.34,-1.34,-1.34,81,1032,Clear,08:23 AM,05:06 PM,2.65,,11:32 PM,0
Caupenne,FR,3.65,5.09,1.82,97,1028,Clear,08:30 AM,05:26 PM,2.2,,11:32 PM,5
Caupenne,FR,3.65,5.09,1.82,97,1028,Clear,08:30 AM,05:26 PM,2.2,,11:32 PM,5
Le Tuzan,FR,2.68,4.81,1.83,87,1029,Clear,08:32 AM,05:23 PM,1.77,,11:32 PM,2
Le Tuzan,FR,2.68,4.81,1.83,87,1029,Clear,08:32 AM,05:23 PM,1.77,,11:32 PM,2
Mouscardès,FR,2.97,4.74,1.47,100,1029,Clear,08:30 AM,05:27 PM,1.03,,11:32 PM,4
Mouscardès,FR,2.97,4.74,1.47,100,1029,Clear,08:30 AM,05:27 PM,1.03,,11:32 PM,4
Saint-Hostien,FR,-0.69,-0.69,-0.69,95,1034,Clouds,08:16 AM,05:02 PM,0.99,,11:32 PM,82
Saint-Hostien,FR,-0.69,-0.69,-0.69,95,1034,Clouds,08:16 AM,05:02 PM,0.99,,11:32 PM,82
Lesgor,FR,3.8,5.16,1.89,99,1029,Clear,08:31 AM,05:26 PM,2.18,,11:32 PM,5
Lesgor,FR,3.8,5.16,1.89,99,1029,Clear,08:31 AM,05:26 PM,2.18,,11:32 PM,5
Périers-sur-le-Dan,FR,10.24,10.25,9.38,76,1038,Clouds,08:50 AM,05:03 PM,3.09,,11:32 PM,90
Périers-sur-le-Dan,FR,10.24,10.25,9.38,76,1038,Clouds,08:50 AM,05:03 PM,3.09,,11:32 PM,90
Angoumé,FR,3.34,5.19,1.92,100,1029,Clear,08:32 AM,05:28 PM,1.03,,11:32 PM,6
Angoumé,FR,3.34,5.19,1.92,100,1029,Clear,08:32 AM,05:28 PM,1.03,,11:32 PM,6
Ronfeugerai,FR,9.13,9.13,9.13,94,1037,Clear,08:49 AM,05:05 PM,2.62,,11:32 PM,9
Ronfeugerai,FR,9.13,9.13,9.13,94,1037,Clear,08:49 AM,05:05 PM,2.62,,11:32 PM,9
Gerderest,FR,2.45,5.26,0.56,100,1028,Clear,08:27 AM,05:25 PM,2.06,,11:32 PM,0
Gerderest,FR,2.45,5.26,0.56,100,1028,Clear,08:27 AM,05:25 PM,2.06,,11:32 PM,0
Momy,FR,2.46,5.22,0.51,77,1028,Clear,08:27 AM,05:25 PM,0.68,,11:32 PM,3
Momy,FR,2.46,5.22,0.51,77,1028,Clear,08:27 AM,05:25 PM,0.68,,11:32 PM,3
Uhart-Cize,FR,4.12,7.37,1.05,71,1028,Clear,08:30 AM,05:30 PM,1.65,,11:32 PM,5
Uhart-Cize,FR,4.12,7.37,1.05,71,1028,Clear,08:30 AM,05:30 PM,1.65,,11:32 PM,5
Beaumont-en-Auge,FR,9.17,10.01,5.53,76,1038,Clouds,08:49 AM,05:01 PM,2.57,,11:32 PM,90
Beaumont-en-Auge,FR,9.17,10.01,5.53,76,1038,Clouds,08:49 AM,05:01 PM,2.57,,11:32 PM,90
La Ferté-Alais,FR,6.07,8.25,3.75,92,1037,Clear,08:36 AM,04:55 PM,3.44,,11:32 PM,0
La Ferté-Alais,FR,6.07,8.25,3.75,92,1037,Clear,08:36 AM,04:55 PM,3.44,,11:32 PM,0
Géronce,FR,2.95,3.55,0.95,74,1028,Clear,08:28 AM,05:28 PM,1.12,,11:32 PM,2
Géronce,FR,2.95,3.55,0.95,74,1028,Clear,08:28 AM,05:28 PM,1.12,,11:32 PM,2
Dangy,FR,9.79,10.2,9.79,92,1037,Clear,08:53 AM,05:07 PM,2.29,,11:32 PM,5
Dangy,FR,9.79,10.2,9.79,92,1037,Clear,08:53 AM,05:07 PM,2.29,,11:32 PM,5
Saint-Nicolas-des-Biefs,FR,-3.8,-0.29,-6.21,95,1034,Clear,08:21 AM,05:00 PM,0.96,,11:32 PM,7
Saint-Nicolas-des-Biefs,FR,-3.8,-0.29,-6.21,95,1034,Clear,08:21 AM,05:00 PM,0.96,,11:32 PM,7
Flaminge,FR,-0.85,-0.85,-1.04,91,1034,Clouds,08:15 AM,05:01 PM,1.37,,11:32 PM,94
Aunay-sur-Odon,FR,9.68,9.68,9.16,91,1037,Clouds,08:50 AM,05:05 PM,2.89,,11:32 PM,26
Aunay-sur-Odon,FR,9.68,9.68,9.16,91,1037,Clouds,08:50 AM,05:05 PM,2.89,,11:32 PM,26
Audrieu,FR,9.97,9.97,9.1,76,1038,Clouds,08:51 AM,05:04 PM,3.09,,11:32 PM,90
Audrieu,FR,9.97,9.97,9.1,76,1038,Clouds,08:51 AM,05:04 PM,3.09,,11:32 PM,90
Gouvix,FR,9.82,9.86,8.98,76,1038,Clouds,08:49 AM,05:04 PM,3.09,,11:32 PM,90
Gouvix,FR,9.82,9.86,8.98,76,1038,Clouds,08:49 AM,05:04 PM,3.09,,11:32 PM,90
Scrignac,FR,6.4,7.56,5.05,92,1036,Clear,09:00 AM,05:20 PM,4.05,,11:32 PM,2
Scrignac,FR,6.4,7.56,5.05,92,1036,Clear,09:00 AM,05:20 PM,4.05,,11:32 PM,2
Tercis-les-Bains,FR,3.34,5.25,1.98,100,1029,Clear,08:31 AM,05:28 PM,1.03,,11:32 PM,5
Tercis-les-Bains,FR,3.34,5.25,1.98,100,1029,Clear,08:31 AM,05:28 PM,1.03,,11:32 PM,5
Saint-Genès-du-Retz,FR,1.82,1.83,-0.54,96,1034,Clear,08:23 AM,05:02 PM,1.61,,11:32 PM,1
Saint-Genès-du-Retz,FR,1.82,1.83,-0.54,96,1034,Clear,08:23 AM,05:02 PM,1.61,,11:32 PM,1
Malaussanne,FR,3.13,4.35,1.18,83,1028,Clear,08:28 AM,05:26 PM,1.46,,11:32 PM,4
Malaussanne,FR,3.13,4.35,1.18,83,1028,Clear,08:28 AM,05:26 PM,1.46,,11:32 PM,4
Coublucq,FR,2.85,4.08,0.91,100,1028,Clear,08:28 AM,05:25 PM,2.06,,11:32 PM,0
Coublucq,FR,2.85,4.08,0.91,100,1028,Clear,08:28 AM,05:25 PM,2.06,,11:32 PM,0
Saint-Cricq-Chalosse,FR,3.74,4.6,1.42,97,1028,Clear,08:30 AM,05:26 PM,2,,11:32 PM,5
Saint-Cricq-Chalosse,FR,3.74,4.6,1.42,97,1028,Clear,08:30 AM,05:26 PM,2,,11:32 PM,5
Anneville-en-Saire,FR,10.82,10.82,10.82,76,1038,Clouds,08:56 AM,05:05 PM,4.63,,11:32 PM,90
Anneville-en-Saire,FR,10.82,10.82,10.82,76,1038,Clouds,08:56 AM,05:05 PM,4.63,,11:32 PM,90
Cricqueville-en-Bessin,FR,10.84,10.84,10.42,83,1038,Clouds,08:54 AM,05:05 PM,5.14,,11:32 PM,86
Cricqueville-en-Bessin,FR,10.84,10.84,10.42,83,1038,Clouds,08:54 AM,05:05 PM,5.14,,11:32 PM,86
Rancoudray,FR,8.7,8.7,6.88,92,1037,Clear,08:50 AM,05:08 PM,3.14,,11:32 PM,0
Saint-Jean-en-Val,FR,1.25,1.25,1.25,94,1034,Clouds,08:20 AM,05:03 PM,0.29,,11:32 PM,41
Saint-Jean-en-Val,FR,1.25,1.25,1.25,94,1034,Clouds,08:20 AM,05:03 PM,0.29,,11:32 PM,41
Nompatelize,FR,1.85,3.6,0.33,94,1037,Clear,08:18 AM,04:38 PM,2.39,,11:32 PM,2
Nompatelize,FR,1.85,3.6,0.33,94,1037,Clear,08:18 AM,04:38 PM,2.39,,11:32 PM,2
Tournemire,FR,-2.31,-2.31,-2.31,86,1028,Clear,08:22 AM,05:09 PM,1.54,,11:32 PM,0
Tournemire,FR,-2.31,-2.31,-2.31,86,1028,Clear,08:22 AM,05:09 PM,1.54,,11:32 PM,0
Vaudeloges,FR,9.24,9.71,6.27,92,1037,Clouds,08:48 AM,05:03 PM,2.44,,11:32 PM,25
Vaudeloges,FR,9.24,9.71,6.27,92,1037,Clouds,08:48 AM,05:03 PM,2.44,,11:32 PM,25
Saint-Jean-des-Essartiers,FR,9.64,9.64,9.64,91,1037,Clouds,08:51 AM,05:06 PM,3.02,,11:32 PM,20
Saint-Jean-des-Essartiers,FR,9.64,9.64,9.64,91,1037,Clouds,08:51 AM,05:06 PM,3.02,,11:32 PM,20
Les Ternes,FR,-0.33,0.66,-0.77,97,1034,Clear,08:25 AM,05:01 PM,0.9,,11:32 PM,3
Condat-en-Combraille,FR,-1.22,-0.26,-2.63,90,1033,Clear,08:25 AM,05:05 PM,2.07,,11:32 PM,1
Condat-en-Combraille,FR,-1.22,-0.26,-2.63,90,1033,Clear,08:25 AM,05:05 PM,2.07,,11:32 PM,1
Saint-Avit-Sénieur,FR,0.64,3.49,-1.71,86,1029,Clear,08:28 AM,05:16 PM,1.64,,11:32 PM,0
Saint-Avit-Sénieur,FR,0.64,3.49,-1.71,86,1029,Clear,08:28 AM,05:16 PM,1.64,,11:32 PM,0
Cahagnolles,FR,9.78,9.78,9.78,91,1038,Clouds,08:52 AM,05:05 PM,3.34,,11:32 PM,47
Cahagnolles,FR,9.78,9.78,9.78,91,1038,Clouds,08:52 AM,05:05 PM,3.34,,11:32 PM,47
Saint-Pair-sur-Mer,FR,9.29,10.36,9.19,87,1037,Clear,08:53 AM,05:10 PM,4.15,,11:32 PM,0
Saint-Pair-sur-Mer,FR,9.29,10.36,9.19,87,1037,Clear,08:53 AM,05:10 PM,4.15,,11:32 PM,0
Auradou,FR,2.51,8.44,-1.29,78,1029,Clear,08:26 AM,05:18 PM,1.18,,11:32 PM,0
Auradou,FR,2.51,8.44,-1.29,78,1029,Clear,08:26 AM,05:18 PM,1.18,,11:32 PM,0
Veyrignac,FR,1.12,2.28,-1.62,88,1029,Clear,08:26 AM,05:14 PM,1.11,,11:32 PM,0
Veyrignac,FR,1.12,2.28,-1.62,88,1029,Clear,08:26 AM,05:14 PM,1.11,,11:32 PM,0
Hautefage-la-Tour,FR,2.03,7.67,-2.06,78,1029,Clear,08:26 AM,05:18 PM,1.11,,11:32 PM,0
Hautefage-la-Tour,FR,2.03,7.67,-2.06,78,1029,Clear,08:26 AM,05:18 PM,1.11,,11:32 PM,0
Pervenchères,FR,7.26,7.26,7.26,92,1037,Clear,08:44 AM,05:03 PM,3.98,,11:32 PM,2
Pervenchères,FR,7.26,7.26,7.26,92,1037,Clear,08:44 AM,05:03 PM,3.98,,11:32 PM,2
Paussac,FR,2.93,4.7,1.81,75,1030,Clear,08:31 AM,05:15 PM,2.83,,11:32 PM,0
Paussac,FR,2.93,4.7,1.81,75,1030,Clear,08:31 AM,05:15 PM,2.83,,11:32 PM,0
Bizou,FR,5.29,5.29,3.59,92,1037,Clear,08:43 AM,05:02 PM,4.71,,11:32 PM,2
Bizou,FR,5.29,5.29,3.59,92,1037,Clear,08:43 AM,05:02 PM,4.71,,11:32 PM,2
Chenaud,FR,3.08,5.38,2.49,80,1030,Clear,08:32 AM,05:18 PM,3.1,,11:32 PM,0
Chenaud,FR,3.08,5.38,2.49,80,1030,Clear,08:32 AM,05:18 PM,3.1,,11:32 PM,0
Borrèze,FR,1.76,1.9,-2.01,85,1030,Clear,08:26 AM,05:13 PM,1.31,,11:32 PM,0
Borrèze,FR,1.76,1.9,-2.01,85,1030,Clear,08:26 AM,05:13 PM,1.31,,11:32 PM,0
Haut-de-Bosdarros,FR,2.42,2.62,2.42,67,1029,Clear,08:27 AM,05:26 PM,1.63,,11:32 PM,3
Haut-de-Bosdarros,FR,2.42,2.62,2.42,67,1029,Clear,08:27 AM,05:26 PM,1.63,,11:32 PM,3
Sansac-de-Marmiesse,FR,-0.71,-0.71,-2.06,86,1028,Clear,08:22 AM,05:10 PM,1.54,,11:32 PM,0
Sansac-de-Marmiesse,FR,-0.71,-0.71,-2.06,86,1028,Clear,08:22 AM,05:10 PM,1.54,,11:32 PM,0
Gaillères,FR,2.87,4.75,1.57,100,1029,Fog,08:29 AM,05:24 PM,0,,11:32 PM,3
Gaillères,FR,2.87,4.75,1.57,100,1029,Fog,08:29 AM,05:24 PM,0,,11:32 PM,3
Coulonges-sur-Sarthe,FR,7.18,7.18,7.18,92,1037,Clear,08:44 AM,05:03 PM,3.9,,11:32 PM,5
Coulonges-sur-Sarthe,FR,7.18,7.18,7.18,92,1037,Clear,08:44 AM,05:03 PM,3.9,,11:32 PM,5
Saint-Bômer-les-Forges,FR,8.97,8.97,7.15,93,1037,Clear,08:49 AM,05:07 PM,3.19,,11:32 PM,1
Saint-Bômer-les-Forges,FR,8.97,8.97,7.15,93,1037,Clear,08:49 AM,05:07 PM,3.19,,11:32 PM,1
Noalhat,FR,1.9,2.19,-2.35,95,1034,Clouds,08:21 AM,05:01 PM,0.18,,11:32 PM,24
Noalhat,FR,1.9,2.19,-2.35,95,1034,Clouds,08:21 AM,05:01 PM,0.18,,11:32 PM,24
Beylongue,FR,3.65,4.81,1.63,99,1029,Clear,08:31 AM,05:26 PM,2.04,,11:32 PM,5
Beylongue,FR,3.65,4.81,1.63,99,1029,Clear,08:31 AM,05:26 PM,2.04,,11:32 PM,5
Caudecoste,FR,3.74,8.6,0.92,100,1029,Fog,08:26 AM,05:19 PM,1.03,,11:32 PM,90
Caudecoste,FR,3.74,8.6,0.92,100,1029,Fog,08:26 AM,05:19 PM,1.03,,11:32 PM,90
Saint-Sever-de-Rustan,FR,3.98,7.72,2.97,80,1029,Clear,08:25 AM,05:24 PM,0.51,,11:32 PM,1
Saint-Sever-de-Rustan,FR,3.98,7.72,2.97,80,1029,Clear,08:25 AM,05:24 PM,0.51,,11:32 PM,1
Saint-Abit,FR,2.45,2.65,2.45,67,1029,Clear,08:27 AM,05:26 PM,1.4,,11:32 PM,2
Saint-Abit,FR,2.45,2.65,2.45,67,1029,Clear,08:27 AM,05:26 PM,1.4,,11:32 PM,2
Arganchy,FR,10.18,10.6,9.31,91,1038,Clouds,08:52 AM,05:05 PM,3.48,,11:32 PM,62
Arganchy,FR,10.18,10.6,9.31,91,1038,Clouds,08:52 AM,05:05 PM,3.48,,11:32 PM,62
Saint-Patrice-de-Claids,FR,10.62,10.7,9.35,87,1037,Clouds,08:55 AM,05:07 PM,3.1,,11:32 PM,17
Saint-Patrice-de-Claids,FR,10.62,10.7,9.35,87,1037,Clouds,08:55 AM,05:07 PM,3.1,,11:32 PM,17
Liposthey,FR,3.07,4.93,1.95,88,1029,Clear,08:33 AM,05:25 PM,1.86,,11:32 PM,4
Liposthey,FR,3.07,4.93,1.95,88,1029,Clear,08:33 AM,05:25 PM,1.86,,11:32 PM,4
Aast,FR,1.8,4.55,1.66,93,1028,Clear,08:26 AM,05:25 PM,2.06,,11:32 PM,0
Aast,FR,1.8,4.55,1.66,93,1028,Clear,08:26 AM,05:25 PM,2.06,,11:32 PM,0
Sauvagnat-Sainte-Marthe,FR,1.23,1.23,1.23,93,1034,Clouds,08:21 AM,05:04 PM,0.62,,11:32 PM,24
Sauvagnat-Sainte-Marthe,FR,1.23,1.23,1.23,93,1034,Clouds,08:21 AM,05:04 PM,0.62,,11:32 PM,24
Saligny-sur-Roudon,FR,-0.97,3.82,-2.09,95,1034,Clear,08:22 AM,04:58 PM,1.2,,11:33 PM,1
Saligny-sur-Roudon,FR,-0.97,3.82,-2.09,95,1034,Clear,08:22 AM,04:58 PM,1.2,,11:33 PM,1
Monétay-sur-Allier,FR,0.05,2.25,-2.29,97,1034,Clear,08:24 AM,05:00 PM,0.78,,11:33 PM,1
Monétay-sur-Allier,FR,0.05,2.25,-2.29,97,1034,Clear,08:24 AM,05:00 PM,0.78,,11:33 PM,1
Cliousclat,FR,3.98,4,3.84,93,1032,Clear,08:11 AM,05:00 PM,3.15,,11:33 PM,3
Cliousclat,FR,3.98,4,3.84,93,1032,Clear,08:11 AM,05:00 PM,3.15,,11:33 PM,3
Laroque-Timbaut,FR,2.19,7.73,-2.01,100,1029,Fog,08:26 AM,05:18 PM,1.03,,11:33 PM,90
Laroque-Timbaut,FR,2.19,7.73,-2.01,100,1029,Fog,08:26 AM,05:18 PM,1.03,,11:33 PM,90
Surville,FR,10.38,10.79,9.43,82,1037,Clouds,08:56 AM,05:08 PM,3.71,,11:33 PM,19
Surville,FR,10.38,10.79,9.43,82,1037,Clouds,08:56 AM,05:08 PM,3.71,,11:33 PM,19
Saint-Sardos,FR,2.5,8.49,-1.24,92,1029,Clear,08:27 AM,05:19 PM,1.03,,11:33 PM,0
Saint-Sardos,FR,2.5,8.49,-1.24,92,1029,Clear,08:27 AM,05:19 PM,1.03,,11:33 PM,0
Arrondissement de Strasbourg-Campagne,FR,2.04,3.03,-0.06,100,1037,Clouds,08:16 AM,04:34 PM,2.57,,11:33 PM,11
Alteckendorf,FR,3.49,6.74,-0.05,96,997,Clouds,08:17 AM,04:33 PM,2.58,,11:33 PM,14
Alteckendorf,FR,3.49,6.74,-0.05,96,997,Clouds,08:17 AM,04:33 PM,2.58,,11:33 PM,14
Celles-sur-Durolle,FR,-0.68,0.23,-4.78,93,1034,Clouds,08:20 AM,05:01 PM,0.48,,11:33 PM,23
Celles-sur-Durolle,FR,-0.68,0.23,-4.78,93,1034,Clouds,08:20 AM,05:01 PM,0.48,,11:33 PM,23
Saint-Valery-sur-Somme,FR,6.66,9.82,3.99,87,1039,Clouds,08:47 AM,04:51 PM,3.01,,11:33 PM,27
Saint-Valery-sur-Somme,FR,6.66,9.82,3.99,87,1039,Clouds,08:47 AM,04:51 PM,3.01,,11:33 PM,27
Luxey,FR,3,4.77,1.79,87,1029,Clear,08:31 AM,05:23 PM,1.54,,11:33 PM,2
Luxey,FR,3,4.77,1.79,87,1029,Clear,08:31 AM,05:23 PM,1.54,,11:33 PM,2
La Ferrière,FR,6.98,6.99,5.53,81,1033,Clear,08:44 AM,05:17 PM,5.66,,11:30 PM,0
Balizac,FR,2.99,3.19,2.1,86,1029,Clear,08:32 AM,05:22 PM,1.71,,11:33 PM,2
Balizac,FR,2.99,3.19,2.1,86,1029,Clear,08:32 AM,05:22 PM,1.71,,11:33 PM,2
Plogoff,FR,7.05,7.32,6.23,83,1035,Clear,09:02 AM,05:25 PM,7.5,,11:33 PM,5
Plogoff,FR,7.05,7.32,6.23,83,1035,Clear,09:02 AM,05:25 PM,7.5,,11:33 PM,5
Barzun,FR,2.24,2.24,2.04,93,1028,Clear,08:26 AM,05:26 PM,2.06,,11:30 PM,0
Barzun,FR,2.24,2.24,2.04,93,1028,Clear,08:26 AM,05:26 PM,2.06,,11:30 PM,0
Savignac-Lédrier,FR,1.59,4.78,0.92,89,1030,Clear,08:28 AM,05:12 PM,1.95,,11:33 PM,0
Savignac-Lédrier,FR,1.59,4.78,0.92,89,1030,Clear,08:28 AM,05:12 PM,1.95,,11:33 PM,0
Champsecret,FR,9.08,9.08,7.27,93,1037,Clear,08:48 AM,05:07 PM,3.32,,11:33 PM,2
Champsecret,FR,9.08,9.08,7.27,93,1037,Clear,08:48 AM,05:07 PM,3.32,,11:33 PM,2
Les Bouriaux,FR,3.3,5.72,1.86,81,1030,Clear,08:31 AM,05:15 PM,2.73,,11:33 PM,0
Narcastet,FR,2.87,3.38,2.79,100,1028,Clear,08:27 AM,05:26 PM,2.06,,11:33 PM,0
Narcastet,FR,2.87,3.38,2.79,100,1028,Clear,08:27 AM,05:26 PM,2.06,,11:33 PM,0
Lucq-de-Béarn,FR,2.5,3.77,0.59,76,1028,Clear,08:28 AM,05:27 PM,0.9,,11:33 PM,2
Lucq-de-Béarn,FR,2.5,3.77,0.59,76,1028,Clear,08:28 AM,05:27 PM,0.9,,11:33 PM,2
Saint-Hilaire-de-la-Noaille,FR,2.34,4.12,-1.08,84,1029,Clear,08:30 AM,05:20 PM,1.58,,11:33 PM,1
Saint-Hilaire-de-la-Noaille,FR,2.34,4.12,-1.08,84,1029,Clear,08:30 AM,05:20 PM,1.58,,11:33 PM,1
Beauronne,FR,1.65,5.18,-1.14,72,1029,Clear,08:31 AM,05:17 PM,2.56,,11:33 PM,0
Beauronne,FR,1.65,5.18,-1.14,72,1029,Clear,08:31 AM,05:17 PM,2.56,,11:33 PM,0
Teyjat,FR,3.8,5.47,1.61,81,1030,Clear,08:32 AM,05:14 PM,4.02,,11:33 PM,0
Teyjat,FR,3.8,5.47,1.61,81,1030,Clear,08:32 AM,05:14 PM,4.02,,11:33 PM,0
Varaignes,FR,3.91,5.57,1.71,81,1030,Clear,08:32 AM,05:14 PM,2.99,,11:33 PM,0
Varaignes,FR,3.91,5.57,1.71,81,1030,Clear,08:32 AM,05:14 PM,2.99,,11:33 PM,0
Mourmelon-le-Petit,FR,5.4,6.28,3.45,93,1038,Clear,08:31 AM,04:45 PM,4.63,,11:33 PM,0
Mourmelon-le-Petit,FR,5.4,6.28,3.45,93,1038,Clear,08:31 AM,04:45 PM,4.63,,11:33 PM,0
Montaigut,FR,-1.64,0.08,-2.29,96,1034,Clear,08:25 AM,05:03 PM,1.63,,11:33 PM,7
Josse,FR,3.6,5.38,2.12,100,1029,Clear,08:32 AM,05:28 PM,1.03,,11:33 PM,5
Josse,FR,3.6,5.38,2.12,100,1029,Clear,08:32 AM,05:28 PM,1.03,,11:33 PM,5
Saint-Pierre-de-Clairac,FR,3.42,8.61,0.94,100,1029,Fog,08:26 AM,05:19 PM,1.03,,11:33 PM,90
Saint-Pierre-de-Clairac,FR,3.42,8.61,0.94,100,1029,Fog,08:26 AM,05:19 PM,1.03,,11:33 PM,90
Pertheville-Ners,FR,9.74,9.8,6.36,92,1037,Clouds,08:48 AM,05:04 PM,2.68,,11:33 PM,24
Pertheville-Ners,FR,9.74,9.8,6.36,92,1037,Clouds,08:48 AM,05:04 PM,2.68,,11:33 PM,24
Arrondissement de Barcelonnette,FR,-5.18,-0.11,-10.23,64,1033,Clear,08:03 AM,04:54 PM,3.14,,11:33 PM,0
Jausiers,FR,-0.02,3.85,-6.27,63,1033,Clear,08:03 AM,04:54 PM,3.03,,11:33 PM,0
Jausiers,FR,-0.02,3.85,-6.27,63,1033,Clear,08:03 AM,04:54 PM,3.03,,11:33 PM,0
Longvillers,FR,9.69,9.69,9.16,76,1038,Clouds,08:51 AM,05:05 PM,3.09,,11:33 PM,90
Longvillers,FR,9.69,9.69,9.16,76,1038,Clouds,08:51 AM,05:05 PM,3.09,,11:33 PM,90
Cossesseville,FR,9.68,9.68,9.15,92,1037,Clouds,08:49 AM,05:05 PM,2.65,,11:33 PM,23
Cossesseville,FR,9.68,9.68,9.15,92,1037,Clouds,08:49 AM,05:05 PM,2.65,,11:33 PM,23
Ségrie-Fontaine,FR,9.44,9.44,9.44,93,1037,Clouds,08:49 AM,05:05 PM,2.75,,11:33 PM,16
Ségrie-Fontaine,FR,9.44,9.44,9.44,93,1037,Clouds,08:49 AM,05:05 PM,2.75,,11:33 PM,16
Lastelle,FR,10.54,10.59,9.24,86,1037,Clouds,08:55 AM,05:07 PM,3.2,,11:33 PM,25
La Meauffe,FR,10.38,10.79,10.38,90,1037,Clouds,08:53 AM,05:06 PM,2.94,,11:33 PM,35
La Meauffe,FR,10.38,10.79,10.38,90,1037,Clouds,08:53 AM,05:06 PM,2.94,,11:33 PM,35
Bourg-du-Bost,FR,2.93,5.11,2.22,78,1030,Clear,08:32 AM,05:17 PM,3.19,,11:33 PM,0
Bourg-du-Bost,FR,2.93,5.11,2.22,78,1030,Clear,08:32 AM,05:17 PM,3.19,,11:33 PM,0
Clermont-de-Beauregard,FR,1.19,5.02,-1.29,82,1028,Mist,08:29 AM,05:16 PM,0.89,,11:33 PM,20
Clermont-de-Beauregard,FR,1.19,5.02,-1.29,82,1028,Mist,08:29 AM,05:16 PM,0.89,,11:33 PM,20
Mourens,FR,2.75,3.9,-1.31,84,1029,Clear,08:31 AM,05:21 PM,2.05,,11:33 PM,1
Mourens,FR,2.75,3.9,-1.31,84,1029,Clear,08:31 AM,05:21 PM,2.05,,11:33 PM,1
Tronget,FR,-0.86,0.07,-1.27,97,1034,Clear,08:25 AM,05:01 PM,0.95,,11:33 PM,4
Tronget,FR,-0.86,0.07,-1.27,97,1034,Clear,08:25 AM,05:01 PM,0.95,,11:33 PM,4
Chareil-Cintrat,FR,0.83,2.33,-2.21,96,1034,Clear,08:24 AM,05:01 PM,1.12,,11:33 PM,1
Chareil-Cintrat,FR,0.83,2.33,-2.21,96,1034,Clear,08:24 AM,05:01 PM,1.12,,11:33 PM,1
Uzan,FR,3.53,4.66,1.48,100,1028,Clear,08:28 AM,05:26 PM,2.06,,11:33 PM,0
Uzan,FR,3.53,4.66,1.48,100,1028,Clear,08:28 AM,05:26 PM,2.06,,11:33 PM,0
Os-Marsillon,FR,3.47,4.67,1.49,100,1028,Clear,08:28 AM,05:27 PM,2.06,,11:33 PM,0
Os-Marsillon,FR,3.47,4.67,1.49,100,1028,Clear,08:28 AM,05:27 PM,2.06,,11:33 PM,0
Menditte,FR,2.93,7.34,1.02,73,1029,Clear,08:29 AM,05:29 PM,1.55,,11:33 PM,4
Menditte,FR,2.93,7.34,1.02,73,1029,Clear,08:29 AM,05:29 PM,1.55,,11:33 PM,4
Le Pinet,FR,-1.67,-1.67,-1.67,96,1034,Clouds,08:18 AM,05:02 PM,0.39,,11:33 PM,31
Marcols-les-Eaux,FR,0.13,0.3,0.13,92,1033,Clouds,08:13 AM,05:02 PM,2.66,,11:33 PM,21
Marcols-les-Eaux,FR,0.13,0.3,0.13,92,1033,Clouds,08:13 AM,05:02 PM,2.66,,11:33 PM,21
La Cambe,FR,10.3,10.71,10.3,85,1037,Clouds,08:53 AM,05:05 PM,4.66,,11:33 PM,81
La Cambe,FR,10.3,10.71,10.3,85,1037,Clouds,08:53 AM,05:05 PM,4.66,,11:33 PM,81
Canchy,FR,10.44,10.86,10.44,86,1037,Clouds,08:53 AM,05:05 PM,4.45,,11:33 PM,80
Canchy,FR,10.44,10.86,10.44,86,1037,Clouds,08:53 AM,05:05 PM,4.45,,11:33 PM,80
Douzillac,FR,1.63,5.17,-1.14,72,1029,Clear,08:30 AM,05:17 PM,2.49,,11:33 PM,0
Douzillac,FR,1.63,5.17,-1.14,72,1029,Clear,08:30 AM,05:17 PM,2.49,,11:33 PM,0
Pomerol,FR,3.13,3.25,-0.9,81,1029,Clear,08:32 AM,05:20 PM,2.69,,11:33 PM,0
Pomerol,FR,3.13,3.25,-0.9,81,1029,Clear,08:32 AM,05:20 PM,2.69,,11:33 PM,0
Tellières-le-Plessis,FR,5.73,5.73,5.73,93,1037,Clear,08:45 AM,05:03 PM,3.88,,11:33 PM,10
Tellières-le-Plessis,FR,5.73,5.73,5.73,93,1037,Clear,08:45 AM,05:03 PM,3.88,,11:33 PM,10
Montagnac-sur-Auvignon,FR,1.43,7.93,0.25,100,1029,Fog,08:27 AM,05:20 PM,1.03,,11:33 PM,90
Montagnac-sur-Auvignon,FR,1.43,7.93,0.25,100,1029,Fog,08:27 AM,05:20 PM,1.03,,11:33 PM,90
Lacommande,FR,3.27,3.82,1.22,100,1028,Clear,08:28 AM,05:27 PM,2.06,,11:33 PM,0
Lacommande,FR,3.27,3.82,1.22,100,1028,Clear,08:28 AM,05:27 PM,2.06,,11:33 PM,0
Jouy-Mauvoisin,FR,6.06,8.01,3.52,86,1038,Clear,08:41 AM,04:56 PM,3.19,,11:33 PM,1
Jouy-Mauvoisin,FR,6.06,8.01,3.52,86,1038,Clear,08:41 AM,04:56 PM,3.19,,11:33 PM,1
